Card ID,Title,Card Type,Owner User ID,Owner Name,Page,Page ID,Last Modified Date/Time,Locked,Description,Dataset ID,Dataset Name,Page Type,Parent Page ID,_BATCH_ID_,_BATCH_LAST_RUN_
463426381,Organic Search Visits vs. Other Visits,kpi,2108468806,Charles Cooper,Orphan,,2024-09-05 18:10:36,false,,b261be31-5ed8-4e9a-97f7-dbe59263dd36,PROD | Visits Web,,,1.0,2026-06-16 18:49:38
463788999,MS Registration by - YoY,kpi,1501567905,Matthew Murman,Milesplit,1760932609,2024-10-28 20:54:46,true,Filters using Payment Timestamp,29bfc953-f286-4142-8137-14f3788c84d4,PROD | Milesplit Reg Payments,page,,1.0,2026-06-16 18:49:38
464132255,All Platforms Median Video Views - Selected Month,kpi,2108468806,Charles Cooper,Content - Median Video Views Bucketed,1836697276,2025-05-08 14:18:25,false,,ae30432f-55d2-45e5-b239-e76b56a4e129,Video Median Views Grouped By Content Title,page,,1.0,2026-06-16 18:49:38
465008443,Plan Breakdown,kpi,1279577517,Group | Analytics Team,Shared,'-100002,2026-03-16 19:09:56,true,,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,page,,1.0,2026-06-16 18:49:38
465008443,Plan Breakdown,kpi,1279577517,Group | Analytics Team,Weekly Metrics Presentation,1342636807,2026-03-16 19:09:56,true,,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,page,,1.0,2026-06-16 18:49:38
465008443,Plan Breakdown,kpi,1279577517,Group | Analytics Team,Signups,33113673,2026-03-16 19:09:56,true,,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,page,,1.0,2026-06-16 18:49:38
465008443,Plan Breakdown,kpi,1279577517,Group | Analytics Team,Sam's Sandbox,1556838856,2026-03-16 19:09:56,true,,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,page,,1.0,2026-06-16 18:49:38
465819557,WAU Table - Average of Last 4 weeks,kpi,2108468806,Charles Cooper,Weekly Metrics Presentation,1342636807,2024-07-15 13:52:18,false,,a61042cf-ea5f-471f-bb45-ce5849a23f3d,"PROD | DAU, WAU, MAU",page,,1.0,2026-06-16 18:49:38
466044078,Duplicate of Signups by Country,kpi,1348274282,David Scott,Milesplit Signups,761109971,2024-05-14 17:38:12,false,,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,page,,1.0,2026-06-16 18:49:38
466148652,Goal,kpi,1501567905,Matthew Murman,DEP - and Reactivated Cash,700830800,2023-02-07 21:26:03,true,,c24e3ff8-a488-41b2-b35d-03774099a845,"PROD | Monthly Plan, Goals - 2023",page,,1.0,2026-06-16 18:49:38
466395146,"Charles Cooper's Notebook Jul 19, 2024",Text,2108468806,Charles Cooper,Total Viewership,1676854547,2024-07-19 19:55:05,false,,,,dataappview,272929565,1.0,2026-06-16 18:49:38
466395146,"Charles Cooper's Notebook Jul 19, 2024",Text,2108468806,Charles Cooper,"""Total Viewership"" Dashboard",838138295,2024-07-19 19:55:05,false,,,,page,,1.0,2026-06-16 18:49:38
466601148,Channel Attribution Signups,kpi,1501567905,Matthew Murman,Murmanz,1041806759,2025-06-19 11:41:57,false,,60eceae2-6d19-491d-a88b-896b28ee2a2e,PROD | Marketing Channels,page,,1.0,2026-06-16 18:49:38
466955458,Claimed Accounts,kpi,1501567905,Matthew Murman,DEP - HockeyTV Migration Health,1710469091,2024-10-28 20:50:51,true,,d076c6bd-5b47-45da-b984-a2c11d25b36a,DEP_hockeytv_claimed_accounts,page,,1.0,2026-06-16 18:49:38
467313708,Films Costs By Month,kpi,2108468806,Charles Cooper,Shared,'-100002,2025-01-08 17:19:07,false,,8b293687-50ee-408a-8c53-3e088aa659fd,PROD | Netsuite,page,,1.0,2026-06-16 18:49:38
467313708,Films Costs By Month,kpi,2108468806,Charles Cooper,Overview,'-100000,2025-01-08 17:19:07,false,,8b293687-50ee-408a-8c53-3e088aa659fd,PROD | Netsuite,page,,1.0,2026-06-16 18:49:38
467383268,Median Views of Vertical + Month Published,kpi,2108468806,Charles Cooper,Content - Median Video Views,613450674,2024-01-08 17:57:22,false,,ae30432f-55d2-45e5-b239-e76b56a4e129,Video Median Views Grouped By Content Title,page,,1.0,2026-06-16 18:49:38
467683498,PROD | NON AHL ATTRIBUTED SIGNUP CHECK,kpi,2108468806,Charles Cooper,Charles C. Sandbox,1310090918,2026-01-15 23:05:28,false,,56779d62-2548-49a8-a725-f2dcacf0933b,PROD | NON AHL ATTRIBUTED SIGNUP CHECK,page,,1.0,2026-06-16 18:49:38
467943590,Marketing Channel Attribution by Subscription Vertical v2,kpi,,,Paid Media / Growth Marketing,1158714664,2024-04-01 18:18:57,false,,60eceae2-6d19-491d-a88b-896b28ee2a2e,PROD | Marketing Channels,page,,1.0,2026-06-16 18:49:38
468192395,Active Subs Over Time,kpi,1501567905,Matthew Murman,Music OKR,1857024897,2025-02-28 16:01:38,false,,1998dd71-15fe-4cea-a6c5-e4432774f943,PROD | Active Subscriptions,page,,1.0,2026-06-16 18:49:38
468221979,ALL VERTICALS Unique Viewership + Engagement (By Event Start Date),kpi,2108468806,Charles Cooper,DEPRACATED - Programming,40808526,2024-07-09 17:21:59,false,,89604f30-f3a5-45cc-896b-0ecec9b65fc4,PROD | Viewer Agg,page,,1.0,2026-06-16 18:49:38
468405150,Duplicate of Viewership Forecast,kpi,649158282,Travis Peter,Copy of Rights Deep Dive,1864259017,2024-02-19 16:43:27,false,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
468413134,Monthly Renewals,kpi,1800378209,Karen O'Brien,Monthly (All Periods),1473956310,2026-05-30 13:47:25,false,YoY,bc8125a1-bd7f-4173-9fb7-66cb0a56de07,PROD I Sub Period Agg - Capped,dataappview,1394525097,1.0,2026-06-16 18:49:38
468439662,Viewership By Event 2022-23,kpi,2108468806,Charles Cooper,2022-23 Varsity Year End Analysis,1233255478,2023-06-28 13:53:33,true,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
468696881,By Contract Yearly - Rights Contract - SOT ONLY DATA (i.e. no YTD Actuals),kpi,2108468806,Charles Cooper,Rights Forecast Summary,1805034129,2024-10-28 18:44:30,false,,b0740f12-2e9b-4f96-8095-91e60a31e2ea,RAW_contract_forecast_sot,dataappview,335747032,1.0,2026-06-16 18:49:38
468739987,User Inactivity,kpi,,,Domo - Stats Activity Log App,825066904,2023-05-15 13:55:25,false,"USER INACTIVITY
Sorts users based on the length of time since their last login.",49202a36-b263-4300-a31a-75afcbe2f9d9,DomoStats | People,page,,1.0,2026-06-16 18:49:38
469231752,Duplicate of Signups by All Subscription Verticals by Period,kpi,1348274282,David Scott,Milesplit Signups,761109971,2024-05-14 17:38:36,false,Signups attributed to events that PAID in the daterange,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,page,,1.0,2026-06-16 18:49:38
469260807,Duplicate of 7 Day STC Rate,kpi,1348274282,David Scott,Milesplit Signups,761109971,2024-05-14 17:38:10,false,Excludes Itunes,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,page,,1.0,2026-06-16 18:49:38
469934405,College Rights Contracts,kpi,2108468806,Charles Cooper,TTM ECA by Contract,309600878,2026-04-06 17:09:17,false,,a08c1751-93cc-4f66-8750-7b3ee2e4da66,PROD | Post Mortem Agg,dataappview,1037203632,1.0,2026-06-16 18:49:38
470129068,# of Events based on Tier on Weekly - LAST YEAR,kpi,959020289,LJ Helbig,LJ's FSE Scheduling Tool,657585497,2024-06-30 03:01:14,false,Week Start on Mon,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
470895240,PROD | Salesforce Field History,kpi,2138786980,Daniel Everett,Orphan,,2023-07-25 21:51:56,false,,9d27c360-f40b-4cd2-81ed-ac4b4120a329,DEP | Salesforce Field History,,,1.0,2026-06-16 18:49:38
471516327,FloFilms Pageviews by Month (Published Date),kpi,2108468806,Charles Cooper,2024 FloFilms Comps,1362264325,2023-11-28 17:57:37,false,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,page,,1.0,2026-06-16 18:49:38
471578885,Payment Vertical,kpi,2108468806,Charles Cooper,1 Year LTV,28070085,2026-05-01 22:05:22,false,,0c99c2ac-82fa-48b4-8d19-2b76cb0522b5,claude_vibe_code_of_1_year_ltv,page,,1.0,2026-06-16 18:49:38
472480240,Events,kpi,1501567905,Matthew Murman,Music OKR,1857024897,2025-03-03 20:27:02,false,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
472673489,Minutes Streamed,kpi,2108468806,Charles Cooper,Platform FAST Reporting,395513312,2026-02-25 16:34:19,false,,4ec37144-f7ed-4683-b0c3-2541ae7b0657,PROD | 2026 FAST Reporting,page,,1.0,2026-06-16 18:49:38
473033905,My Event Details,kpi,1633995751,Ryan Fenton,Overview,'-100000,2023-02-08 18:02:20,false,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
473559431,Submission Frequency by Event (2),kpi,,,Live Stream Feedback,1085319458,2025-07-28 13:48:24,false,,f8e475b6-9ed6-42e4-9b70-e975fa54c829,PROD | Live Stream Feedback,page,,1.0,2026-06-16 18:49:38
473870573,Forecasted Event Attributed Signups -,kpi,2108468806,Charles Cooper,WIP - 2024 Landing Page,2039425800,2024-06-10 17:44:32,false,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
474433883,'- Daily Pacing,kpi,2108468806,Charles Cooper,College Sub KPIs,93857566,2026-04-01 15:12:44,false,,7006a475-715e-4680-9bff-6790cabc5f39,PROD | Next 30 Days Renewal Cash - 2025/26,dataappview,1037203632,1.0,2026-06-16 18:49:38
475706150,RAW Data,kpi,1501567905,Matthew Murman,Month End Reporting,421836926,2024-10-28 20:54:50,true,,8b293687-50ee-408a-8c53-3e088aa659fd,PROD | Netsuite,page,,1.0,2026-06-16 18:49:38
476039023,Unit Economics,kpi,,,Cloud Spend - Deep Dive,1604614627,2024-11-27 18:20:41,false,,57e334ca-315a-4916-9227-01a8dcdf5dac,PROD | Cloud Spend - Unit Economics,page,,1.0,2026-06-16 18:49:38
476223867,Total Touches to Conversion -- By Vertical,kpi,,,DEP -Marketing Attribution  Distribution of Activi,804183031,2025-04-21 16:08:30,false,,c13fd312-cb86-4ff0-8df4-f0099ed10b24,DEP Ref Attribution Touch Counts,page,,1.0,2026-06-16 18:49:38
476363125,Views - YoY,kpi,2108468806,Charles Cooper,Content Video Views,1782014060,2024-04-11 18:23:45,false,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,page,,1.0,2026-06-16 18:49:38
477759906,Unique Views - Comparison Time Period,kpi,2108468806,Charles Cooper,Content KPIs - By Custom Date Range,998895967,2024-06-30 03:01:15,false,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,page,,1.0,2026-06-16 18:49:38
477767943,VOD | Stream Minutes vs AWS Cost | Frame Per Second,kpi,363283542,Matthew Williams,VOD,1463009898,2025-06-25 20:48:25,false,,7649e4c3-9948-4676-8d31-25b3eaa20cc9,FPS - VOD v2,page,,1.0,2026-06-16 18:49:38
477767943,VOD | Stream Minutes vs AWS Cost | Frame Per Second,kpi,363283542,Matthew Williams,Matthew Williams' Sandbox,1872394417,2025-06-25 20:48:25,false,,7649e4c3-9948-4676-8d31-25b3eaa20cc9,FPS - VOD v2,page,,1.0,2026-06-16 18:49:38
477952884,Most Popular Crossover Verticals by Total Watch Time,kpi,,,FloRacing Welcome Experience,1624387829,2025-04-21 16:08:30,false,Top 10,1c250618-abe2-4ab7-a4f2-171ea62f87bc,DEP_FloRacing Onboarding Detail,page,,1.0,2026-06-16 18:49:38
478865299,Duplicate of ACV,kpi,649158282,Travis Peter,Copy of Rights Deep Dive,1864259017,2024-02-19 16:43:25,false,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
478956339,"Matthew Murman's Notebook Jan 9, 2026",Text,1501567905,Matthew Murman,Weekly SLT Metrics - Price Change (Pay/Plans Page),1982494324,2026-02-12 22:10:11,false,,,,page,,1.0,2026-06-16 18:49:38
479054309,Contract Review Flag,kpi,2108468806,Charles Cooper,Orphan,,2026-02-10 22:22:55,false,,b7660eb1-5b2b-47a2-868e-bada466f16f9,racing_viewership_small_contracts,,,1.0,2026-06-16 18:49:38
479448321,'- Plan Type,kpi,1501567905,Matthew Murman,Exec Dashboard - 2026,1394927403,2026-02-06 15:36:07,false,Must have exactly one selected,d664e392-3c5d-4929-8136-2b315d9a0c31,PROD | Forecast Agg - 2026 - SLT,page,,1.0,2026-06-16 18:49:38
481154657,Content Owners,kpi,,,DEP - DomoStats DataSets and DataFlows App,468588583,2023-07-20 14:56:47,false,"CONTENT OWNERS
Use this card to filter the page by users that own content.",4cfcbacf-2888-4982-946b-3c4e20029374,DomoStats - DataFlows DataSets People and Health,page,,1.0,2026-06-16 18:49:38
481611755,Contract Summary by Event Vertical,kpi,,,Events,1219549019,2025-10-28 21:11:11,false,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
481674907,Attributed Viewership by Team (Detailed with Start Date),kpi,2108468806,Charles Cooper,Team Viewership Attribution,1266351024,2026-05-18 21:04:50,false,,fa15695e-9ff1-4b2e-b722-575a3cad76ac,PROD | Team Viewership Attribution,page,,1.0,2026-06-16 18:49:38
483068008,WAU,kpi,2108468806,Charles Cooper,DEP - WAU / MAU,714226034,2024-03-07 16:18:06,false,,543aee0c-27f2-4dab-8124-99d245dd28f6,MAU and WAU,page,,1.0,2026-06-16 18:49:38
483431040,Total Social Impressions,kpi,2108468806,Charles Cooper,Live to Social Event Viewership,34169883,2024-02-13 16:46:20,false,,a9162d7b-4604-45dd-9317-33bd4acdd0ec,Live to Social Streams with Event Data,page,,1.0,2026-06-16 18:49:38
483479989,Content Visits by Ref Type,kpi,2108468806,Charles Cooper,Content - Referral,73931276,2024-04-03 13:40:15,false,,fe94f4e4-1d7b-41d4-894e-a096d8517c98,Content Visits,page,,1.0,2026-06-16 18:49:38
483673438,Views by Sub vs. Non Sub,kpi,2108468806,Charles Cooper,2024 FloFilms Comps,1362264325,2024-06-05 15:19:29,false,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,page,,1.0,2026-06-16 18:49:38
483959079,Renewal Yearly Cash - Forecast,kpi,1501567905,Matthew Murman,Overview,'-100000,2026-02-04 21:00:53,false,,6cf00e26-3b25-433d-aa5e-c441437ab70d,PROD | Forecast Agg - 2026 - CEO,page,,1.0,2026-06-16 18:49:38
484707698,Monthly -- Estimated Incrementality (Condensed),kpi,2108468806,Charles Cooper,Weekly SLT Metrics - Price Change (Renewals) New,1681037236,2026-03-05 17:17:13,false,,5f10fb1f-27b2-405c-a798-27a06c72dc2d,PROD | Pricing Changes Renewals,page,,1.0,2026-06-16 18:49:38
485135432,YoY Change - DE,kpi,2138786980,Daniel Everett,Milesplit - Signups and PVs,509913504,2024-06-29 03:07:48,false,,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,page,,1.0,2026-06-16 18:49:38
485147638,"Matthew Murman's Notebook May 8, 2026",Text,1501567905,Matthew Murman,TEMP - Stripe Refund Project,182713926,2026-05-29 19:54:49,false,,eaaf4f44-4e61-417e-8ca5-88c0c304280b,PROD | Stripe Refunds,page,,1.0,2026-06-16 18:49:38
485189377,Subscription Payments by Contract,kpi,,,Rights Deep Dive,509646137,2024-10-24 21:09:25,false,,34517f7c-61cd-427f-87d8-4f8cea962686,PROD | Payments,page,,1.0,2026-06-16 18:49:38
485395870,Renewal Rate - POP - Screenshot,kpi,1501567905,Matthew Murman,Weekly Presentation - Dynamic Period over Period,196400165,2026-04-14 17:27:25,true,,378d629c-27f6-4855-bbe5-427d1e39ea43,PROD | Subscription Period Agg,page,,1.0,2026-06-16 18:49:38
485880485,Renewed Subs by Vertical,kpi,1800378209,Karen O'Brien,Marketing WBR Output,1980460956,2025-08-19 17:24:27,false,,34517f7c-61cd-427f-87d8-4f8cea962686,PROD | Payments,page,,1.0,2026-06-16 18:49:38
485998805,Yearly vs Monthly,kpi,"1279577517,1501567905","Group | Analytics Team,Matthew Murman",Shared,'-100002,2023-11-21 22:18:46,true,,db95c94e-a045-4215-8457-aec753f3c572,PROD | Today Signups,page,,1.0,2026-06-16 18:49:38
485998805,Yearly vs Monthly,kpi,"1279577517,1501567905","Group | Analytics Team,Matthew Murman",Today's Signups,510227363,2023-11-21 22:18:46,true,,db95c94e-a045-4215-8457-aec753f3c572,PROD | Today Signups,page,,1.0,2026-06-16 18:49:38
486183523,Upfront Cash by Plan,kpi,1501567905,Matthew Murman,Event Deep Dive (SLT Deck),687859775,2023-05-17 15:12:58,true,,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,page,,1.0,2026-06-16 18:49:38
486539634,Rights Contract Filter,kpi,2108468806,Charles Cooper,Site Content Pacing,167680689,2024-11-26 20:38:33,false,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,dataappview,272929565,1.0,2026-06-16 18:49:38
486649195,Event Table of Contents (Stripped) by Event Tournament,kpi,1501567905,Matthew Murman,Event Deep Dive (SLT Deck),687859775,2026-02-16 15:26:52,false,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
486753377,Rootly Incidents,kpi,959020289,LJ Helbig,Weekly College Reporting for LJ,1039368373,2026-03-09 18:07:48,false,,1f480b52-526d-4d13-85bc-bf0e9c36fe48,PROD | Rootly Incidents,page,,1.0,2026-06-16 18:49:38
487157834,Monthly STC-7 Rate,kpi,1800378209,Karen O'Brien,Monthly (All Periods),1473956310,2026-05-30 13:48:58,false,Excludes Itunes,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,dataappview,1394525097,1.0,2026-06-16 18:49:38
487627445,Annual Renewals,kpi,1800378209,Karen O'Brien,Orphan,,2026-06-02 10:59:58,false,YoY,bc8125a1-bd7f-4173-9fb7-66cb0a56de07,PROD I Sub Period Agg - Capped,,,1.0,2026-06-16 18:49:38
488224449,Build Times Over Time,kpi,1501567905,Matthew Murman,Data Engineering,1224121253,2024-10-28 20:50:50,true,,b7cb9552-9b8a-42de-a0cd-ebd8f440ebf5,DEP_build_agg,dataappview,58072713,1.0,2026-06-16 18:49:38
489483198,Duplicate of ACV,kpi,2108468806,Charles Cooper,Orphan,,2023-07-09 23:30:28,false,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,,,1.0,2026-06-16 18:49:38
489599636,Video PVs :,kpi,2108468806,Charles Cooper,Content,416732207,2024-04-16 15:28:56,false,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,page,,1.0,2026-06-16 18:49:38
490030796,Impressions - Instagram,kpi,2108468806,Charles Cooper,Social Media - Profile Performance Report,610788130,2023-10-23 22:07:47,false,,105d38aa-065e-43b8-b2b3-83c31ab4365a,RAW Sprout Social,page,,1.0,2026-06-16 18:49:38
490543193,Total Film Viewers:,kpi,2108468806,Charles Cooper,2024 FloFilms and Original Series,1418382800,2024-01-31 23:14:29,false,,b21a9142-a16c-42e5-831d-3be56fb0dee0,PROD | FloFilms,page,,1.0,2026-06-16 18:49:38
490559487,2023 Attribution Forecast Dashboard Table,kpi,2138786980,Daniel Everett,Orphan,,2023-08-21 14:06:05,false,,5f7cc261-f5a4-47bf-a2ac-cf9aa8392b44,PROD | RAQ Monthly Budget Salesforce,,,1.0,2026-06-16 18:49:38
490710784,Event Duration Min,kpi,959020289,LJ Helbig,FSM - Dashboard,2070020118,2024-12-09 17:01:34,false,,0723b234-d359-4252-b3c1-050b8ecd745b,PROD | Stream Agg,page,,1.0,2026-06-16 18:49:38
491581709,Duplicate of Cash YoY -,kpi,1501567905,Matthew Murman,Vertical Performance,1737045352,2024-10-28 20:50:54,true,,34517f7c-61cd-427f-87d8-4f8cea962686,PROD | Payments,dataappview,2053177686,1.0,2026-06-16 18:49:38
492169870,Engagement Sub Type,kpi,1501567905,Matthew Murman,NGW,125826665,2025-10-17 14:15:48,false,,2bc48c08-8c3a-43c8-8ed6-afca4b00fde9,RAW_ngw_alt,page,,1.0,2026-06-16 18:49:38
492404811,"Matthew Williams's Notebook Jun 3, 2026",Text,363283542,Matthew Williams,Vertical Performance,798993707,2026-06-03 17:39:31,false,,,,page,,1.0,2026-06-16 18:49:38
493041597,Net Followers - YouTube,kpi,2108468806,Charles Cooper,Social Media - Profile Performance Report,610788130,2023-10-24 16:43:12,false,,105d38aa-065e-43b8-b2b3-83c31ab4365a,RAW Sprout Social,page,,1.0,2026-06-16 18:49:38
493188596,% to Goal,kpi,1501567905,Matthew Murman,DEP - Video Impressions,202806212,2023-01-31 22:31:54,true,,fc0b7a49-096a-40b2-996f-50552c1af44d,PROD | Video Ad Goals,page,,1.0,2026-06-16 18:49:38
493359173,Social Media Revenue vs Goal,kpi,2108468806,Charles Cooper,2024 Content Goals by Vertical,1711159487,2024-04-01 14:08:20,false,,9d45543f-e1ee-4fc0-a96e-7853f6af4e8b,2024 Content Goals by Quarter,page,,1.0,2026-06-16 18:49:38
493431272,Replay/Archive VODs Views,kpi,1800378209,Karen O'Brien,Total Views TEST,1869737444,2025-10-31 15:04:37,false,,4adab0df-67c4-43ea-b5f9-2e60f4d0cacb,PROD | Content Agg,page,,1.0,2026-06-16 18:49:38
494233572,MAU by,kpi,1501567905,Matthew Murman,NGW,125826665,2025-10-21 19:31:26,false,,2bc48c08-8c3a-43c8-8ed6-afca4b00fde9,RAW_ngw_alt,page,,1.0,2026-06-16 18:49:38
495626824,Signup Forecast,kpi,"1279577517,1501567905","Group | Analytics Team,Matthew Murman",Shared,'-100002,2023-01-11 20:09:09,true,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
495626824,Signup Forecast,kpi,"1279577517,1501567905","Group | Analytics Team,Matthew Murman",Rights Deep Dive,509646137,2023-01-11 20:09:09,true,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
495660621,"Charles Cooper's Notebook Jan 31, 2024",Text,2108468806,Charles Cooper,Films and Original Series,1606413005,2024-01-31 23:30:03,false,,,,page,,1.0,2026-06-16 18:49:38
496470781,YouTube Events,kpi,2108468806,Charles Cooper,Live to Social Event Viewership,34169883,2024-02-13 16:28:13,false,,a9162d7b-4604-45dd-9317-33bd4acdd0ec,Live to Social Streams with Event Data,page,,1.0,2026-06-16 18:49:38
497253713,Live Ad Sales - By Event Start Date,kpi,2108468806,Charles Cooper,Live Events and Display Ad Sales,1429583664,2024-09-25 20:54:38,false,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
497781290,Social Media Video Views - Grappling WNO Finale July 2022,kpi,2108468806,Charles Cooper,October 2023 KPIs,1396398456,2023-11-16 16:22:06,false,,105d38aa-065e-43b8-b2b3-83c31ab4365a,RAW Sprout Social,page,,1.0,2026-06-16 18:49:38
497833012,24/7 Racing - All Time,kpi,2108468806,Charles Cooper,Dave S. Sandbox,2069152921,2025-05-09 14:24:56,false,,89604f30-f3a5-45cc-896b-0ecec9b65fc4,PROD | Viewer Agg,page,,1.0,2026-06-16 18:49:38
497985116,Q2,kpi,2108468806,Charles Cooper,2024 Content Goals,1476141151,2024-03-12 02:43:59,false,,9d45543f-e1ee-4fc0-a96e-7853f6af4e8b,2024 Content Goals by Quarter,page,,1.0,2026-06-16 18:49:38
498019048,Total Varsity and Cheer Events,kpi,2108468806,Charles Cooper,DEP - Varsity UK Data,1713215782,2024-03-13 22:17:49,false,,82183931-4cbf-4e88-999f-de67030e9b87,PROD | Event Agg,page,,1.0,2026-06-16 18:49:38
498298214,Minutes Streamed,kpi,2108468806,Charles Cooper,Platform FAST Reporting,395513312,2026-02-25 16:34:12,false,,4ec37144-f7ed-4683-b0c3-2541ae7b0657,PROD | 2026 FAST Reporting,page,,1.0,2026-06-16 18:49:38
498690934,Signup Page Visitors,kpi,1800378209,Karen O'Brien,Signup Page CVR by Channel,776417498,2026-06-02 17:47:16,false,,74821a25-e944-4c64-8179-abef2fc28bd4,PROD | Funnel V3,dataappview,1502181206,1.0,2026-06-16 18:49:38
498858053,Untagged/Other Unique Views,kpi,2108468806,Charles Cooper,MileSplit Unique Views by Page Types,1503776539,2024-05-10 20:51:18,false,,ca80c248-1270-4557-a49b-944225e86a04,DEP - Milesplit Daily Uniques by Event Type,page,,1.0,2026-06-16 18:49:38
499320994,PROD | Attribution,kpi,899875542,Mike Ryan,Orphan,,2025-11-10 16:34:56,false,,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,,,1.0,2026-06-16 18:49:38
499463134,Viewership by Country,kpi,2108468806,Charles Cooper,Event Deep Dive,170090627,2026-05-29 17:04:28,false,Unique viewers by state. This is NOT aggregated by event first,89604f30-f3a5-45cc-896b-0ecec9b65fc4,PROD | Viewer Agg,page,,1.0,2026-06-16 18:49:38
499987455,PROD | Stream Incidents,kpi,959020289,LJ Helbig,Orphan,,2024-04-15 02:21:11,false,,7ac4e7e9-3120-479e-b889-4138a1117271,PROD | Salesforce Incidents,,,1.0,2026-06-16 18:49:38
500030806,"Matthew Murman's Notebook May 23, 2023",Text,1501567905,Matthew Murman,Orphan,,2023-05-24 14:08:23,true,,,,,,1.0,2026-06-16 18:49:38
500054330,RAW Sprout Social,kpi,2108468806,Charles Cooper,Orphan,,2023-10-20 21:28:54,false,,105d38aa-065e-43b8-b2b3-83c31ab4365a,RAW Sprout Social,,,1.0,2026-06-16 18:49:38
500100717,Churn by Reason - Stripe Only,kpi,1501567905,Matthew Murman,Churn/Renewal,255994140,2024-10-28 20:50:51,true,,378d629c-27f6-4855-bbe5-427d1e39ea43,PROD | Subscription Period Agg,page,,1.0,2026-06-16 18:49:38
500194779,Funnel Entry Rate,kpi,1501567905,Matthew Murman,Funnel v3,1436971407,2025-06-25 21:39:51,false,,74821a25-e944-4c64-8179-abef2fc28bd4,PROD | Funnel V3,page,,1.0,2026-06-16 18:49:38
500197153,CC Table,kpi,2108468806,Charles Cooper,Overview,'-100000,2024-03-11 21:56:24,false,,f58f8229-8f81-4df7-bba8-7e5c1da33951,DEP_resonate_data,page,,1.0,2026-06-16 18:49:38
500495092,Duplicate of Upfront Cash,kpi,1348274282,David Scott,Milesplit Signups,761109971,2024-05-14 17:38:06,false,,217c9d17-890a-489c-bb50-3080839543fd,PROD | Attribution,page,,1.0,2026-06-16 18:49:38
500775007,Total Subs that Count Towards Bonus,kpi,2108468806,Charles Cooper,2025-26 AHL Subs,962465131,2026-01-15 23:41:22,false,,8f7c1d73-9917-43a1-b852-6f2cf8077197,PROD | AHL 2025-26 Sub Tracker,page,,1.0,2026-06-16 18:49:38
501217987,Marketing Channel Attribution With Rights Contract,kpi,2108468806,Charles Cooper,DEP - Sergio's Sandbox,1546923546,2023-12-06 19:46:03,false,,60eceae2-6d19-491d-a88b-896b28ee2a2e,PROD | Marketing Channels,page,,1.0,2026-06-16 18:49:38
502200891,VOD | AWS Costs YoY,kpi,363283542,Matthew Williams,VOD,1463009898,2025-06-25 20:22:39,false,,c82407ab-4fde-4eb4-8da1-7ec6e6879840,FinOps | AWS + Bandwidth Costs VOD,page,,1.0,2026-06-16 18:49:38
